4.40	1.07	-1.08	1.23	-0.12	186.7	-187.0389964759026
4.50	0.90	-2.46	1.10	-0.34	177.1	-96.54817155777853
4.60	0.97	-2.89	0.98	-2.14	165.9	-112.74144842946
4.70	1.03	-8.08	0.97	-4.48	155.4	-105.64211849424656
4.80	1.10	-11.88	1.03	-7.62	144.8	-106.65974723872213
4.90	0.97	-12.83	1.04	-10.93	139.4	-54.17144005185331
5.00	1.02	-13.12	1.03	-12.61	1205.0	6571.928594493016
5.10	1.03	-11.08	1.01	-12.34	157.9	-26887.32127119007
5.20	1.11	-9.49	1.05	-11.23	1205.1	6502.151924691085
5.30	1.36	-5.10	1.17	-8.55	1205.2	0.9999866487391931
5.40	1.04	-2.38	1.17	-5.66	1205.0	-2.000164045437226
5.50	0.90	-3.66	1.10	-3.71	1205.1	0.9999055951548824
5.60	0.87	-5.51	0.94	-3.85	291.4	-19557.62187893912
5.70	1.22	-5.98	0.99	-5.05	278.5	-129.93069981221132
5.80	1.14	-6.55	1.08	-6.02	264.0	-146.2698820796125
5.90	1.37	0.91	1.24	-3.88	250.6	-135.07283987704855
6.00	0.81	-1.86	1.11	-2.50	234.5	-162.50810852437075
6.10	1.02	1.82	1.07	0.29	221.8	-127.95744525477298
6.20	1.08	-0.46	0.97	-0.17	207.5	-144.19514465541874
6.30	1.27	2.25	1.12	1.21	193.0	-146.2290859691516
6.40	1.16	2.10	1.17	1.30	177.6	-155.41598377320997
6.50	1.01	0.16	1.15	1.50	162.4	-153.35516063542147
6.60	0.95	-1.68	1.04	0.19	150.7	-117.81413384805987
6.70	0.91	2.95	0.96	0.48	135.9	-149.26815352023587
6.80	1.37	0.33	1.08	0.53	122.4	-136.0815002271105
6.90	1.34	2.73	1.20	2.00	109.4	-130.99233398918446
7.00	1.04	-1.58	1.25	0.49	98.1	-113.75270955586768
7.10	0.98	3.09	1.12	1.41	87.7	-104.6410232667483
7.20	1.04	5.08	1.02	2.20	81.4	-63.22935184454029
7.30	1.05	3.60	1.02	3.92	68.2	-133.02773444820878
7.40	1.10	2.86	1.06	3.85	57.5	-107.65796477053836
7.50	1.29	1.43	1.15	2.63	48.7	-88.46282487608929
7.60	1.00	0.47	1.13	1.59	42.6	-61.21665095490806
7.70	1.04	-4.98	1.11	-1.03	34.7	-79.36470300812208
7.80	1.16	0.84	1.07	-1.22	30.4	-43.10867861931821
7.90	1.01	1.85	1.07	-0.77	1205.0	6971.425164959409
8.00	1.07	0.39	1.08	1.03	23.9	-37937.895483959896
8.10	1.19	2.18	1.09	1.47	21.4	-25.036495478953917
8.20	1.00	-0.39	1.09	0.73	20.4	-10.005973567441195
8.30	1.00	-0.50	1.06	0.43	19.9	-5.001602686407693
8.40	1.03	-0.97	1.01	-0.62	20.4	4.99851509337274
8.50	1.11	1.01	1.05	-0.16	20.6	1.9997587495023896
8.60	1.08	0.10	1.07	0.05	21.1	4.998217264883931
8.70	1.04	0.03	1.08	0.38	20.3	-8.0038623374393
8.80	1.09	0.50	1.07	0.21	20.7	3.999117092507429
8.90	1.10	-0.38	1.08	0.05	20.8	0.9999413524692898
9.00	1.05	0.54	1.08	0.22	20.9	0.9999699601614309
9.10	1.08	-0.07	1.08	0.03	20.4	-5.001197147831064
9.20	1.10	0.36	1.07	0.28	20.9	4.998479352080047
9.30	1.04	0.44	1.07	0.24	21.0	0.9997244640635495
9.40	1.09	-0.42	1.08	0.12	20.5	-5.002199186158007
9.50	1.06	-0.35	1.06	-0.11	21.0	4.999051274105504
9.60	1.07	-0.24	1.07	-0.34	21.0	0.0
9.70	1.08	0.47	1.07	-0.04	21.1	0.9999890328656549
9.80	1.07	0.24	1.07	0.16	20.7	-4.0005188661249305
9.90	1.07	0.07	1.07	0.26	21.3	5.995574403201997
